USAF,STATION_NAME,COUNTRY,LATITUDE,LONGITUDE,ELEVATION,TIMEZONE,ALIAS(ENG),ALIAS(CH),COMMENTS
014920,OSLO-BLINDERN                  ,NORWAY                 ,59.95,10.717,97,1,OSLO,奥斯陆,
020440,KIRUNA                         ,SWEDEN                 ,67.822,20.337,459.6,1,KIRUNA                         ,基律纳,
024850,STOCKHOLM                      ,SWEDEN                 ,59.35,18.067,52,1,STOCKHOLM                      ,斯德哥尔摩,
028450,ROVANIEMI                      ,FINLAND                ,66.565,25.83,196.6,2,ROVANIEMI                      ,罗瓦涅米,
028640,KEMI TORNIO                    ,FINLAND                ,65.782,24.599,18.6,2,KEMI,凯米,
029750,HELSINKI MALMI                 ,FINLAND                ,60.255,25.043,17.4,2,HELSINKI,赫尔辛基,
061800,KASTRUP                        ,DENMARK                ,55.618,12.656,5.2,1,COPENHAGEN,哥本哈根,
501360,MOHE                           ,CHINA                  ,52.967,122.533,438,8,MOHE                           ,漠河,
505270,HAILAR                         ,CHINA                  ,49.25,119.7,650,8,HAILAR                         ,海拉尔,
534870,DATONG                         ,CHINA                  ,40.083,113.417,1054,8,DATONG                         ,大同,
544970,DANDONG                        ,CHINA                  ,40.05,124.333,14,8,DANDONG                        ,丹东,
546620,ZHOUSHUIZI                     ,CHINA                  ,38.966,121.539,32.6,8,DALIAN,大连,
062400,SCHIPHOL                       ,NETHERLANDS            ,52.309,4.764,-3.4,1,AMSTERDAM,阿姆斯特丹,
071560,PARIS-MONTSOURIS               ,FRANCE                 ,48.817,2.333,77,1,PARIS,巴黎,
075100,MERIGNAC                       ,FRANCE                 ,44.828,-0.716,49.4,1,BORDEAUX,波尔多,
076500,PROVENCE                       ,FRANCE                 ,43.436,5.214,22.6,1,MARSEILLE,马赛,
085360,LISBOA                         ,PORTUGAL               ,38.781,-9.136,114,2,LISBOA                         ,里斯本,
108660,MUNCHEN                        ,GERMANY                ,48.354,11.786,453.2,1,MUNCHEN                        ,慕尼黑,
160800,LINATE                         ,ITALY                  ,45.445,9.277,107.6,1,MILAN,米兰,
010080,LONGYEAR                       ,SVALBARD               ,78.246,15.466,26.8,1,LONGYEARBYEN,朗伊尔城,
010250,TROMSO                         ,NORWAY                 ,69.683,18.919,9.4,1,TROMSO                         ,特罗姆瑟,
040300,REYKJAVIK                      ,ICELAND                ,64.13,-21.941,14.6,0,REYKJAVIK                      ,雷克雅未克,
042850,ANGISOQ                        ,GREENLAND              ,59.983,-45.2,16,-3,ANGISOQ                        ,,
043010,KAP MORRIS JESUP               ,GREENLAND              ,83.65,-33.367,4,-3,KAP MORRIS JESUP               ,,
043120,STATION NORD AWS               ,GREENLAND              ,81.6,-16.65,36,-3,STATION NORD AWS               ,,
043300,DANEBORG (AUT)                 ,GREENLAND              ,74.3,-20.217,44,-3,DANEBORG (AUT)                 ,,
043390,SCORESBYSUND                   ,GREENLAND              ,70.483,-21.95,69,-3,SCORESBYSUND                   ,,
044160,SUMMIT                         ,GREENLAND              ,72.583,-38.45,3207,-3,SUMMIT                         ,,
545110,BEIJING - CAPITAL INTERNATIONA ,CHINA                  ,40.08,116.585,35.4,8,BEIJING,北京,
545270,TIANJIN                        ,CHINA                  ,39.1,117.167,5,8,TIANJIN                        ,天津,
548230,JINAN/TSINAN                   ,CHINA                  ,36.683,116.983,58,8,JINAN                 ,济南,
548570,LIUTING                        ,CHINA                  ,36.266,120.374,10.1,8,QINGDAO,青岛,
549450,RIZHAO                         ,CHINA                  ,35.433,119.533,37,8,RIZHAO,日照,
570830,XINZHENG                       ,CHINA                  ,34.52,113.841,150.9,8,ZHENGZHOU,郑州,
580270,XUZHOU                         ,CHINA                  ,34.283,117.15,42,8,XUZHOU                         ,徐州,
066700,ZURICH                         ,SWITZERLAND            ,47.465,8.549,431.6,1,ZURICH                         ,苏黎世,
110350,WIEN/HOHE WARTE                ,AUSTRIA                ,48.25,16.367,200,1,VIENNA,维也纳,
115190,PRAHA-KARLOV / KLEMENTINUM     ,CZECH REPUBLIC         ,50.067,14.433,254,1,PRAGUE,布拉格,
128430,BUDAPEST/PESTSZENTLORINC       ,HUNGARY                ,47.433,19.183,139,1,BUDAPEST,布达佩斯,
132720,BEOGRAD                        ,SERBIA                 ,44.818,20.309,102.1,1,BEOGRAD                        ,贝尔格莱德,
133530,SARAJEVO                       ,BOSNIA AND HERZEGOVINA ,43.825,18.331,520.6,1,SARAJEVO                       ,萨拉热窝,
142410,ZAGREB                         ,CROATIA                ,45.743,16.069,107.6,1,ZAGREB                         ,萨格勒布,
467400,KAOHSIUNG INTL                 ,TAIWAN                 ,22.577,120.35,7.9,8,GAOXIONG,高雄,
470580,PYONGYANG INTL                 ,"KOREA, NORTH           ",39.224,125.67,35.7,9,PYONGYANG,平壤,
471080,SEOUL CITY                     ,"KOREA, SOUTH           ",37.567,126.967,87,9,SEOUL,首尔,
471840,JEJU                           ,"KOREA, SOUTH           ",33.517,126.533,23,9,JEJU,济州岛,
547630,YANTAI                         ,CHINA                  ,37.55,121.4,25,8,YANTAI                         ,烟台,
547760,CHENGSHANTOU                   ,CHINA                  ,37.4,122.683,47,8,CHENGSHANTOU                   ,成山头,
586590,WENZHOU                        ,CHINA                  ,28.017,120.667,7,8,WENZHOU                        ,温州,
599480,SANYA                          ,CHINA                  ,18.217,109.583,7,8,SANYA                          ,三亚,
599950,YONGSHUJIAO                    ,CHINA                  ,9.533,112.883,6,8,YONGSHUJIAO                    ,永暑礁,
599970,NANSHA DAO                     ,CHINA                  ,10.383,114.367,5,8,NANSHADAO                     ,南沙岛,
103820,TEGEL                          ,GERMANY                ,52.56,13.288,37.2,1,BERLIN,柏林,
160590,TORINO CASELLE                 ,ITALY                  ,45.201,7.65,301.4,1,TORINO,都灵,
161050,VENEZIA TESSERA                ,ITALY                  ,45.505,12.352,2.1,1,VENICE,威尼斯,
162350,URBE                           ,ITALY                  ,41.952,12.499,16.8,1,ROME,罗马,
474120,SAPPORO                        ,JAPAN                  ,43.067,141.333,26.2,9,SAPPORO                        ,札幌,
475900,SENDAI                         ,JAPAN                  ,38.267,140.9,43.8,9,SENDAI                         ,仙台,
476040,NIIGATA                        ,JAPAN                  ,37.9,139.017,5.7,9,NIIGATA                        ,新泻,
476350,NAGOYA                         ,JAPAN                  ,35.255,136.924,15.8,9,NAGOYA                         ,名古屋,
476620,TOKYO                          ,JAPAN                  ,35.683,139.767,36,9,TOKYO                          ,东京,
477650,HIROSHIMA                      ,JAPAN                  ,34.4,132.467,54,9,HIROSHIMA                      ,广岛,
477720,OSAKA                          ,JAPAN                  ,34.683,135.517,83,9,OSAKA                          ,大阪,
478190,KUMAMOTO                       ,JAPAN                  ,32.817,130.7,39.4,9,KUMAMOTO                       ,熊本,
479300,NAHA                           ,JAPAN                  ,26.196,127.646,3.7,9,NAHA                           ,那霸,
509530,HARBIN                         ,CHINA                  ,45.933,126.567,117.7,8,HAERBIN,哈尔滨,
541610,LONGJIA                        ,CHINA                  ,43.996,125.681,215.2,8,CHANGCHUN,长春,
543420,SHENYANG                       ,CHINA                  ,41.733,123.517,43,8,SHENYANG                       ,沈阳,
589680,TAIBEI                         ,CHINA                  ,25.033,121.517,9,8,TAIBEI                         ,台北,
594310,WUXU                           ,CHINA                  ,22.608,108.172,128.3,8,NANNING,南宁,
597580,HAIKOU                         ,CHINA                  ,20,110.25,24,8,HAIKOU,海口,
514630,WU LU MU QI                    ,CHINA                  ,43.783,87.617,919,8,WULUMUQI,乌鲁木齐,
528660,XINING                         ,CHINA                  ,36.617,101.767,2262,8,XINING,西宁,
528890,LANZHOU                        ,CHINA                  ,36.05,103.883,1518,8,LANZHOU                        ,兰州,
536140,YINCHUAN                       ,CHINA                  ,38.483,106.217,1112,8,YINCHUAN                       ,银川,
537720,WUSU                           ,CHINA                  ,37.747,112.628,784.9,8,TAIYUAN,太原,
555910,LHASA                          ,CHINA                  ,29.667,91.133,3650,8,LHASA                          ,拉萨,
031600,EDINBURGH                      ,UNITED KINGDOM         ,55.95,-3.373,41.1,0,EDINBURGH                      ,爱丁堡,
033340,MANCHESTER                     ,UNITED KINGDOM         ,53.354,-2.275,78.3,0,MANCHESTER                     ,曼彻斯特,
035340,BIRMINGHAM                     ,UNITED KINGDOM         ,52.454,-1.748,99.7,0,BIRMINGHAM                     ,伯明翰,
037683,CITY                           ,UNITED KINGDOM         ,51.505,0.055,5.8,0,LONDON,伦敦,
038270,PLYMOUTH/MOUNTBATTE            ,UNITED KINGDOM         ,50.35,-4.117,27,0,PLYMOUTH,普利茅斯,
510530,KABA HE                        ,CHINA                  ,48.05,86.35,534,8,KABAHE                        ,哈巴河,
515730,TURPAN                         ,CHINA                  ,42.95,89.233,39.3,8,TULUFAN,吐鲁番,
517090,KASHI                          ,CHINA                  ,39.543,76.02,1380.4,8,KASHI                          ,喀什,
528180,GOLMUD                         ,CHINA                  ,36.417,94.9,2809,8,GEERMU,格尔木,
555780,XIGAZE                         ,CHINA                  ,29.25,88.883,3837,8,RIKAZE,日喀则,
563120,NYINGCHI                       ,CHINA                  ,29.567,94.467,3001,8,LINZHI,林芝,
565710,XICHANG                        ,CHINA                  ,27.9,102.267,1599,8,XICHANG,西昌,
566710,HUILI                          ,CHINA                  ,26.65,102.25,1788,8,HUILI                          ,会理,
567390,TENGCHONG                      ,CHINA                  ,24.983,98.5,1696.9,8,TENGCHONG                      ,腾冲,
567510,DALI                           ,CHINA                  ,25.7,100.183,1992,8,DALI                           ,大理,
569690,MENGLA                         ,CHINA                  ,21.5,101.583,633,8,MENGLA                         ,勐腊,
450070,HONG KONG INTL                 ,HONG KONG              ,22.309,113.915,8.5,8,XIANGGANG,香港,
562940,SHUANGLIU                      ,CHINA                  ,30.579,103.947,495.3,8,CHENGDU,成都,
567780,WUJIABA                        ,CHINA                  ,24.992,102.744,1894.9,8,KUNMING,昆明,
570360,XIANYANG                       ,CHINA                  ,34.447,108.752,479.1,8,XI'AN,西安,
574940,TIANHE                         ,CHINA                  ,30.784,114.208,34.4,8,WUHAN,武汉,
575160,JIANGBEI                       ,CHINA                  ,29.719,106.642,416.1,8,CHONGQING,重庆,
578160,LONGDONGBAO                    ,CHINA                  ,26.539,106.801,1138.7,8,GUIYANG,贵阳,
582380,LUKOU                          ,CHINA                  ,31.742,118.862,14.9,8,NANJING,南京,
583670,HONGQIAO INTL                  ,CHINA                  ,31.198,121.336,3,8,SHANGHAI,上海,
584570,XIAOSHAN                       ,CHINA                  ,30.228,120.432,7,8,HANGZHOU,杭州,
586060,CHANGBEI INTL                  ,CHINA                  ,28.865,115.9,43.6,8,NANCHANG,南昌,
588470,CHANGLE                        ,CHINA                  ,25.935,119.663,14,8,FUZHOU,福州,
591340,GAOQI                          ,CHINA                  ,24.544,118.128,18,8,XIAMEN,厦门,
592870,BAIYUN INTL                    ,CHINA                  ,23.392,113.299,15.2,8,GUANGZHOU,广州,
592871,HUANGHUA                       ,CHINA                  ,28.189,113.22,66.1,8,CHANGSHA,长沙,
039690,DUBLIN                         ,IRELAND                ,53.421,-6.27,73.8,0,DUBLIN                         ,都柏林,
070150,LESQUIN                        ,FRANCE                 ,50.562,3.089,47.9,1,LESQUIN,里尔,
084950,GIBRALTAR                      ,GIBRALTAR              ,36.151,-5.35,4.6,1,GIBRALTAR                      ,直布罗陀,
101470,HAMBURG                        ,GERMANY                ,53.63,9.988,16.2,1,HAMBURG                        ,汉堡,
106370,FRANKFURT MAIN                 ,GERMANY                ,50.026,8.543,110.9,1,FRANKFURT         ,法兰克福,
161700,FIRENZE                        ,ITALY                  ,43.81,11.205,43.9,1,FIRENZE                        ,佛罗伦萨,
162530,GRAZZANISE                     ,ITALY                  ,41.061,14.082,8.8,1,NAPLES,那不勒斯,
165600,ELMAS                          ,ITALY                  ,39.251,9.054,4,1,CAGLIARI,卡利亚里,
419220,HAZRAT SHAHJALAL INTL          ,BANGLADESH             ,23.843,90.398,9.1,6,DHAKA,达卡,
421820,SAFDARJUNG                     ,INDIA                  ,28.585,77.206,214.9,5.5,NEW DELHI,新德里,
423670,KANPUR CHAKERI                 ,INDIA                  ,26.404,80.41,123.4,5.5,KANPUR,坎普尔,
425150,CHERRAPUNJI                    ,INDIA                  ,25.25,91.733,1313,5.5,CHERRAPUNJI,乞拉朋齐,
426470,AHMEDABAD                      ,INDIA                  ,23.077,72.635,57.6,5.5,AHMEDABAD                      ,艾哈迈达巴德,
428070,CALCUTTA/ALIPORE               ,INDIA                  ,22.533,88.333,6,5.5,CALCUTTA,加尔各答,
428670,DR AMBEDKAR INTL               ,INDIA                  ,21.092,79.047,314.9,5.5,NAGPUR,那格浦尔,
430030,CHHATRAPATI SHIVAJI INTL       ,INDIA                  ,19.089,72.868,11.3,5.5,MUMBAI,孟买,
430640,PUNE / LOHOGAON AERODROME      ,INDIA                  ,18.583,73.917,589,5.5,PUNE,浦那,
431280,BEGUMPET AIRPORT               ,INDIA                  ,17.452,78.461,531,5.5,HYDERABAD,海德拉巴,
432790,CHENNAI INTL                   ,INDIA                  ,12.994,80.181,15.8,5.5,CHENNAI                  ,清奈,
432950,BANGALORE                      ,INDIA                  ,12.967,77.583,921,5.5,BANGALORE                      ,班加罗尔,
433600,MADURAI                        ,INDIA                  ,9.835,78.093,139.9,5.5,MADURAI,马杜赖,
064490,BRUSSELS SOUTH                 ,BELGIUM                ,50.459,4.454,187.1,1,BRUSSELS,布鲁塞尔,
074800,BRON                           ,FRANCE                 ,45.727,4.944,200.9,1,BRON                           ,里昂,
081810,BARCELONA                      ,SPAIN                  ,41.297,2.078,3.7,1,BARCELONA                      ,里昂,
082210,BARAJAS                        ,SPAIN                  ,40.494,-3.567,609.6,1,BARAJAS                        ,马德里,
135860,SKOPJE                         ,MACEDONIA              ,41.962,21.621,238,1,SKOPJE,斯科普里,
136150,TIRANA RINAS                   ,ALBANIA                ,41.415,19.721,38.4,1,TIRANA,地拉那,
154220,BUCURESTI FILARET              ,ROMANIA                ,44.417,26.1,83.5,1,BUCURESTI,布加勒斯特,
156140,SOFIA                          ,BULGARIA               ,42.695,23.406,531,1,SOFIA,索菲亚,
167160,ATHINAI                        ,GREECE                 ,37.882,23.735,21,2,ATHEN,雅典,
170600,ATATURK                        ,TURKEY                 ,40.977,28.821,49.7,2,ISTANBUL,伊斯坦布尔,
171300,ANKARA/CENTRAL                 ,TURKEY                 ,39.95,32.883,891,2,ANKARA,安卡拉,
338150,CHISINAU                       ,MOLDOVA                ,47.017,28.983,173,2,CHISINAU                       ,基希讷乌,
480080,MYITKYINA                      ,BURMA                  ,25.367,97.4,147,6.5,MYITKYINA                      ,密支那,
480420,MANDALAY                       ,BURMA                  ,21.983,96.1,76,6.5,MANDALAY                       ,曼德勒,
480970,YANGON INTL                    ,BURMA                  ,16.907,96.133,33.2,6.5,YANGON,仰光,
483270,CHIANG MAI INTL                ,THAILAND               ,18.767,98.963,315.8,7,CHIANG MAI,清迈,
484550,BANGKOK METROPOLIS             ,THAILAND               ,13.733,100.567,4,7,BANGKOK,曼谷,
489000,TANSONNHAT INTL                ,VIETNAM                ,10.819,106.652,10.1,7,HU ZHI MING SHI,胡志明市,
489400,WATTAY INTL                    ,LAOS                   ,17.988,102.563,171.9,7,VIENTIANE,万象,
489910,PHNOM PENH INTL                ,CAMBODIA               ,11.547,104.844,12.2,7,PHNOM PENH,金边,
485640,PHUKET                         ,THAILAND               ,7.883,98.4,4,7,PHUKET                         ,普吉岛,
486470,SULTAN ABDUL AZIZ SHAH INTL    ,MALAYSIA               ,3.131,101.549,27.4,8,KUALA LUMPUR,吉隆坡,
486980,SINGAPORE CHANGI INTL          ,SINGAPORE              ,1.35,103.994,6.7,8,SINGAPORE,新加坡,
920350,PORT MORESBY JACKSONS INTL     ,PAPUA NEW GUINEA       ,-9.443,147.22,44.5,10,MORESBY,莫尔茨比港,
964650,LABUAN                         ,MALAYSIA               ,5.301,115.25,30.8,8,LABUAN,纳闽岛,
967450,JAKARTA/OBSERVATORY            ,INDONESIA              ,-6.183,106.833,8,7,JAKARTA,雅加达,
971800,HASANUDDIN                     ,INDONESIA              ,-5.062,119.554,14.3,8,MAKASSAR,锡江,
975020,JEFMAN                         ,INDONESIA              ,-0.926,131.121,3,9,SORONG,索龙,
915170,HONIARA                        ,SOLOMON ISLANDS        ,-9.417,159.967,56,11,HONIARA,荷尼阿拉,
915570,PORT VILA BAUERFIELD           ,VANUATU                ,-17.699,168.32,21.3,11,PORT VILA,维拉港,
915920,NOUMEA                         ,NEW CALEDONIA          ,-22.267,166.45,72,11,NOUMEA,努美阿,
916830,NAUSORI INTL                   ,FIJI                   ,-18.043,178.559,5.2,13,SUVA,苏瓦,
917920,FUA AMOTU INTL                 ,TONGA                  ,-21.241,-175.15,38.4,14,NUKU'ALOFA,努库阿洛法,
920100,GOROKA ATS                     ,PAPUA NEW GUINEA       ,-6.067,145.383,1587,10,GOROKA,戈罗卡,
978760,TANAH MERAH                    ,INDONESIA              ,-6.1,140.3,16,9,TANAHMERAH                    ,丹那美拉,
479910,MINAMI TORISHIMA               ,JAPAN                  ,24.29,153.979,6.7,9,SOUTHERN BIRD ISLAND,南鸟岛,
910660,HENDERSON FIELD AIRPORT        ,MIDWAY ISLANDS         ,28.2,-177.383,5.5,-11,MIDWAY ISLAND,中途岛,
911820,HONOLULU INTERNATIONAL AIRPORT ,UNITED STATES          ,21.324,-157.929,2.1,-10,HONOLULU,火奴鲁鲁,
912120,GUAM INTERNATIONAL AIRPORT     ,GUAM                   ,13.483,144.8,77.4,10,GUAM,关岛,
984250,MANILA                         ,PHILIPPINES            ,14.583,120.983,13,8,MANILA,马尼拉,
986180,PUERTO PRINCESA                ,PHILIPPINES            ,9.742,118.759,21.6,8,,公主港,
986460,MACTAN CEBU INTL               ,PHILIPPINES            ,10.308,123.979,9.4,8,,宿务,
987530,FRANCISCO BANGOY INTL          ,PHILIPPINES            ,7.126,125.646,29.3,8,,达沃,
999999,MAUNA LOA 5 NNE                ,UNITED STATES          ,19.535,-155.576,3407.4,-10,,夏威夷火山口,
704540,ADAK NAS                       ,UNITED STATES          ,51.883,-176.65,5.2,-10,,埃达克,
749516,BROOKS BROOK/STP6              ,UNITED STATES          ,-60.483,-133.45,804,-9,,,
840010,SEYMOUR                        ,ECUADOR                ,-0.454,-90.266,63.1,-6,,巴尔特拉岛,
854690,MATAVERI INTL                  ,CHILE                  ,-27.165,-109.422,69.2,-5,EASTER ISLAND,复活节岛,
913691,MAJURO ATOLL WEATHER CENTER    ,MARSHALL ISLANDS       ,7.083,171.133,4,12,MAJURO,马朱罗,
914900,CHRISTMAS ISLAND               ,CHRISTMAS ISLAND       ,1.986,-157.35,1.5,12,CHRISTMAS ISLAND       ,圣诞岛,
919250,HIVA-OA                        ,FRENCH POLYNESIA       ,-9.8,-139.033,53,-9.5,,阿图奥纳,
919380,TAHITI FAAA                    ,FRENCH POLYNESIA       ,-17.554,-149.607,1.5,-10,,帕皮提,
919620,PITCAIRN ISLAND AWS B          ,PITCAIRN ISLANDS       ,-25.067,-130.1,265,-8,,皮特凯恩,
939850,CHATHAM ISLAND AERODROME AWS   ,NEW ZEALAND            ,-43.817,-176.483,13.1,13.75,CHATHAM ISLAND,查塔姆群岛,
949980,MACQUARIE ISLAND               ,AUSTRALIA              ,-54.499,158.937,8.3,11,MACQUARIE ISLAND ,麦夸里岛,
992450,ENVIRONM BUOY 32301            ,UNITED STATES          ,-10,-105,3,-7,,,
992820,BERING SEA 310 NM NORTH OF ADA ,UNITED STATES          ,57.05,-177.58,0,11,,百令海峡中部,
997387,WAKE ISLAND                    ,WAKE ISLAND            ,19.28,166.62,5,12,WAKE ISLAND            ,威克島,
997633,DATA BUOY 21911                ,UNITED STATES          ,38.1,157.8,3,11,,,
722900,SAN DIEGO INTERNATIONAL AIRPOR ,UNITED STATES          ,32.734,-117.183,4.6,-8,SAN DIEGO,圣迭戈,
722950,LOS ANGELES INTERNATIONAL AIRP ,UNITED STATES          ,33.938,-118.389,29.6,-8,LOS ANGELES,洛杉矶,
726980,PORTLAND INTERNATIONAL AIRPORT ,UNITED STATES          ,45.596,-122.609,5.8,-8,PORTLAND,波特兰,
727935,BOEING FLD/KING CO INTL AP     ,UNITED STATES          ,47.53,-122.301,5.5,-8,SEATTLE,西雅图,
999998,DOWNTOWN                       ,UNITED STATES          ,37.771,-122.427,45.7,-8,SAN FRANCISCO,旧金山,
488250,HA DONG                        ,VIETNAM                ,20.967,105.767,7.9,7,HENEI,河内,
536980,SHIJIAZHUANG                   ,CHINA                  ,38.067,114.35,104.8,8,SHIJIAZHUANG                   ,石家庄,
571270,HANZHONG                       ,CHINA                  ,33.067,107.033,509,8,HANZHONG                       ,汉中,
722780,PHOENIX SKY HARBOR INTL AIRPOR ,UNITED STATES          ,33.428,-112.004,337.4,-7,PHOENIX,菲尼克斯,
722786,WILLIAMS GATEWAY AIRPORT       ,UNITED STATES          ,33.3,-111.667,421.2,-7,PHOENIX(2),菲尼克斯2,
723656,SANTA FE MUNICIPAL AIRPORT     ,UNITED STATES          ,35.617,-106.089,1933.7,-7,SANTA FE,圣塔菲,
725650,DENVER INTERNATIONAL AIRPORT   ,UNITED STATES          ,39.833,-104.658,1650.2,-7,DENVER,丹佛,
725690,NATRONA COUNTY INTERNATIONAL A ,UNITED STATES          ,42.898,-106.474,1619.4,-7,CASPER,卡斯珀,
725720,SALT LAKE CITY INTERNATIONAL A ,UNITED STATES          ,40.778,-111.969,1287.8,-7,SALT LAKE CITY,盐湖城,
725825,ELKO REGIONAL AIRPORT          ,UNITED STATES          ,40.829,-115.789,1533.1,-8,ELKO,埃尔科,
726810,BOISE AIR TERMINAL/GOWEN FD AI ,UNITED STATES          ,43.567,-116.241,857.7,-7,NAMPA,楠帕,
727720,HELENA REGIONAL AIRPORT        ,UNITED STATES          ,46.606,-111.964,1166.8,-7,BOISE,博伊西,
727855,FAIRCHILD AIR FORCE BASE       ,UNITED STATES          ,47.633,-117.65,750.1,-8,MEDICALLAKE,医学湖,
722020,MIAMI INTERNATIONAL AIRPORT   ,UNITED STATES,25.791,-80.316,8.8,-5,MIAMI,迈阿密,
722060,JACKSONVILLE  INTERNATIONAL AI,UNITED STATES,30.495,-81.694,7.9,-5,JACKSONVILLE,杰克逊维尔,
722140,TALLAHASSEE REGIONAL AIRPORT  ,UNITED STATES,30.393,-84.353,16.8,-5,TALLAHASSEE,塔拉哈西,
722260,MONTGOMERY  RGNL (DANNELLY FD),UNITED STATES,32.3,-86.408,61.6,-6,MONTGOMERY,蒙哥马利,
722270,DOBBINS AIR RESERVE BASE AIRPO,UNITED STATES,33.917,-84.517,325.5,-5,ATLANTA,亚特兰大,
723270,NASHVILLE INTERNATIONAL AIRPOR,UNITED STATES,36.119,-86.689,182.9,-6,NASHVILLE,纳什维尔,
724230,LOUISVILLE  INTL-STANDIFORD FI,UNITED STATES,38.181,-85.739,148.7,-5,LOUISVILLE,路易斯维尔,
724280,PORT COLUMBUS INTERNATIONAL AI,UNITED STATES,39.991,-82.877,248.7,-5,COLUMBUS,哥伦布,
724380,INDIANAPOLIS INTERNATIONAL AIR,UNITED STATES,39.732,-86.279,240.8,-5,INDIANAPOLIS,印第安纳波利斯,
725330,FORT WAYNE INTERNATIONAL AIRPO,UNITED STATES,40.971,-85.206,241.1,-5,FORT WAYNE,韦恩堡,
725375,DETROIT CITY AIRPORT          ,UNITED STATES,42.409,-83.01,190.8,-5,DETROIT,底特律,
998255,MACKINAW CITY                 ,UNITED STATES,45.783,-84.717,178.5,-5,MACKINAW CITY,麦基诺城,
722243,RICHMOND COUNTY AIRPORT       ,UNITED STATES,34.891,-79.759,109.1,-5,,,
723097,BOGUE FIELD MARINE CORPS AUXIL,UNITED STATES,34.683,-77.033,6.4,-5,,,
723100,COLUMBIA METROPOLITAN AIRPORT ,UNITED STATES,33.942,-81.118,68.6,-5,,,
723140,CHARLOTTE/DOUGLAS INTERNATIONA,UNITED STATES,35.224,-80.955,221.9,-5,,,
724050,RONALD REAGAN WASHINGTON NATL ,UNITED STATES,38.848,-77.034,3.1,-5,WASHINGTON,华盛顿,
724080,PHILADELPHIA INTERNATIONAL AIR,UNITED STATES,39.868,-75.231,3.1,-5,,,
724140,YEAGER AIRPORT                ,UNITED STATES,38.379,-81.59,277.4,-5,,,
725200,PITTSBURGH INTERNATIONAL AIRPO,UNITED STATES,40.485,-80.214,366.7,-5,,,
997692,CLEVELAND                     ,UNITED STATES,41.53,-81.63,210,-5,CLEVELAND                     ,克利夫兰,
722315,LAKEFRONT AIRPORT             ,UNITED STATES,30.049,-90.029,2.7,-6,New Orleans,新奥尔良,
722350,JACKSON INTERNATIONAL AIRPORT ,UNITED STATES,32.321,-90.078,100.6,-6,JACKSON,杰克逊,
722484,SHREVEPORT DOWNTOWN ARPT      ,UNITED STATES,32.543,-93.745,54.6,-6,,,
723340,MEMPHIS INTERNATIONAL AIRPORT ,UNITED STATES,35.056,-89.987,77.4,-6,,,
723405,LITTLE ROCK AFB AIRPORT       ,UNITED STATES,34.917,-92.15,94.8,-6,,,
725300,CHICAGO O'HARE INTERNATIONAL A,UNITED STATES,41.995,-87.934,201.8,-6,CHICAGO,芝加哥,
